"from","to","target","source"
"Kaito Ishikawa","Yu Shimamura",41,31
"Kaito Ishikawa","Takuma Terashima",42,31
"Kaito Ishikawa","Takuya Sato",43,31
"Kaito Ishikawa","Junko Minagawa",44,31
"Kaito Ishikawa","Masashi Sugawara",45,31
"Kaito Ishikawa","Sho Hayami",46,31
"Kaito Ishikawa","Kazuyuki Okitsu",47,31
"Kaito Ishikawa","Minako Kotobuki",66,31
"Mikako Komatsu","Daisuke Sakaguchi",33,32
"Mikako Komatsu","Takanori Hoshino",34,32
"Mikako Komatsu","Kenjiro Tsuda",35,32
"Mikako Komatsu","Nozomu Sasaki",36,32
"Mikako Komatsu","Kenji Nojima",37,32
"Mikako Komatsu","Houko Kuwashima",38,32
"Mikako Komatsu","Kensho Ono",39,32
"Mikako Komatsu","Takahiro Sakurai",9,32
"Mikako Komatsu","Haruka Chisuga",40,32
"Mikako Komatsu","Yu Shimamura",41,32
"Mikako Komatsu","Takuma Terashima",42,32
"Mikako Komatsu","Takuya Sato",43,32
"Mikako Komatsu","Junko Minagawa",44,32
"Mikako Komatsu","Masashi Sugawara",45,32
"Mikako Komatsu","Sho Hayami",46,32
"Mikako Komatsu","Kazuyuki Okitsu",47,32
"Mikako Komatsu","Minako Kotobuki",66,32
"Daisuke Sakaguchi","Takanori Hoshino",34,33
"Daisuke Sakaguchi","Kenjiro Tsuda",35,33
"Daisuke Sakaguchi","Nozomu Sasaki",36,33
"Daisuke Sakaguchi","Kenji Nojima",37,33
"Daisuke Sakaguchi","Houko Kuwashima",38,33
"Daisuke Sakaguchi","Kensho Ono",39,33
"Daisuke Sakaguchi","Takahiro Sakurai",9,33
"Daisuke Sakaguchi","Haruka Chisuga",40,33
"Daisuke Sakaguchi","Yu Shimamura",41,33
"Daisuke Sakaguchi","Takuma Terashima",42,33
"Daisuke Sakaguchi","Takuya Sato",43,33
"Daisuke Sakaguchi","Junko Minagawa",44,33
"Daisuke Sakaguchi","Masashi Sugawara",45,33
"Daisuke Sakaguchi","Sho Hayami",46,33
"Daisuke Sakaguchi","Kazuyuki Okitsu",47,33
"Daisuke Sakaguchi","Minako Kotobuki",66,33
"Takanori Hoshino","Kenjiro Tsuda",35,34
"Takanori Hoshino","Nozomu Sasaki",36,34
"Takanori Hoshino","Kenji Nojima",37,34
"Takanori Hoshino","Houko Kuwashima",38,34
"Takanori Hoshino","Kensho Ono",39,34
"Takanori Hoshino","Takahiro Sakurai",9,34
"Takanori Hoshino","Haruka Chisuga",40,34
"Takanori Hoshino","Yu Shimamura",41,34
"Takanori Hoshino","Takuma Terashima",42,34
"Takanori Hoshino","Takuya Sato",43,34
"Takanori Hoshino","Junko Minagawa",44,34
"Takanori Hoshino","Masashi Sugawara",45,34
"Takanori Hoshino","Sho Hayami",46,34
"Takanori Hoshino","Kazuyuki Okitsu",47,34
"Takanori Hoshino","Minako Kotobuki",66,34
"Kenjiro Tsuda","Nozomu Sasaki",36,35
"Kenjiro Tsuda","Kenji Nojima",37,35
"Kenjiro Tsuda","Houko Kuwashima",38,35
"Kenjiro Tsuda","Kensho Ono",39,35
"Kenjiro Tsuda","Takahiro Sakurai",9,35
"Kenjiro Tsuda","Haruka Chisuga",40,35
"Kenjiro Tsuda","Yu Shimamura",41,35
"Kenjiro Tsuda","Takuma Terashima",42,35
"Kenjiro Tsuda","Takuya Sato",43,35
"Kenjiro Tsuda","Junko Minagawa",44,35
"Kenjiro Tsuda","Masashi Sugawara",45,35
"Kenjiro Tsuda","Sho Hayami",46,35
"Kenjiro Tsuda","Kazuyuki Okitsu",47,35
"Kenjiro Tsuda","Minako Kotobuki",66,35
"Nozomu Sasaki","Kenji Nojima",37,36
"Nozomu Sasaki","Houko Kuwashima",38,36
"Nozomu Sasaki","Kensho Ono",39,36
"Nozomu Sasaki","Takahiro Sakurai",9,36
"Nozomu Sasaki","Haruka Chisuga",40,36
"Nozomu Sasaki","Yu Shimamura",41,36
"Nozomu Sasaki","Takuma Terashima",42,36
"Nozomu Sasaki","Takuya Sato",43,36
"Nozomu Sasaki","Junko Minagawa",44,36
"Nozomu Sasaki","Masashi Sugawara",45,36
"Nozomu Sasaki","Sho Hayami",46,36
"Nozomu Sasaki","Kazuyuki Okitsu",47,36
"Nozomu Sasaki","Minako Kotobuki",66,36
"Kenji Nojima","Houko Kuwashima",38,37
"Kenji Nojima","Kensho Ono",39,37
"Kenji Nojima","Takahiro Sakurai",9,37
"Kenji Nojima","Haruka Chisuga",40,37
"Kenji Nojima","Yu Shimamura",41,37
"Kenji Nojima","Takuma Terashima",42,37
"Kenji Nojima","Takuya Sato",43,37
"Kenji Nojima","Junko Minagawa",44,37
"Kenji Nojima","Masashi Sugawara",45,37
"Kenji Nojima","Sho Hayami",46,37
"Kenji Nojima","Kazuyuki Okitsu",47,37
"Kenji Nojima","Minako Kotobuki",66,37
"Houko Kuwashima","Kensho Ono",39,38
"Houko Kuwashima","Takahiro Sakurai",9,38
"Houko Kuwashima","Haruka Chisuga",40,38
"Houko Kuwashima","Yu Shimamura",41,38
"Houko Kuwashima","Takuma Terashima",42,38
"Houko Kuwashima","Takuya Sato",43,38
"Houko Kuwashima","Junko Minagawa",44,38
"Houko Kuwashima","Masashi Sugawara",45,38
"Houko Kuwashima","Sho Hayami",46,38
"Houko Kuwashima","Kazuyuki Okitsu",47,38
"Houko Kuwashima","Minako Kotobuki",66,38
"Kensho Ono","Takahiro Sakurai",9,39
"Kensho Ono","Haruka Chisuga",40,39
"Kensho Ono","Yu Shimamura",41,39
"Kensho Ono","Takuma Terashima",42,39
"Kensho Ono","Takuya Sato",43,39
"Kensho Ono","Junko Minagawa",44,39
"Kensho Ono","Masashi Sugawara",45,39
"Kensho Ono","Sho Hayami",46,39
"Kensho Ono","Kazuyuki Okitsu",47,39
"Kensho Ono","Minako Kotobuki",66,39
"Takahiro Sakurai","Haruka Chisuga",40,9
"Takahiro Sakurai","Yu Shimamura",41,9
"Takahiro Sakurai","Takuma Terashima",42,9
"Takahiro Sakurai","Takuya Sato",43,9
"Takahiro Sakurai","Junko Minagawa",44,9
"Takahiro Sakurai","Masashi Sugawara",45,9
"Takahiro Sakurai","Sho Hayami",46,9
"Takahiro Sakurai","Kazuyuki Okitsu",47,9
"Takahiro Sakurai","Minako Kotobuki",66,9
"Haruka Chisuga","Yu Shimamura",41,40
"Haruka Chisuga","Takuma Terashima",42,40
"Haruka Chisuga","Takuya Sato",43,40
"Haruka Chisuga","Junko Minagawa",44,40
"Haruka Chisuga","Masashi Sugawara",45,40
"Haruka Chisuga","Sho Hayami",46,40
"Haruka Chisuga","Kazuyuki Okitsu",47,40
"Haruka Chisuga","Minako Kotobuki",66,40
"Yu Shimamura","Takuma Terashima",42,41
"Yu Shimamura","Takuya Sato",43,41
"Yu Shimamura","Junko Minagawa",44,41
"Yu Shimamura","Masashi Sugawara",45,41
"Yu Shimamura","Sho Hayami",46,41
"Yu Shimamura","Kazuyuki Okitsu",47,41
"Yu Shimamura","Minako Kotobuki",66,41
"Takuma Terashima","Takuya Sato",43,42
"Takuma Terashima","Junko Minagawa",44,42
"Takuma Terashima","Masashi Sugawara",45,42
"Takuma Terashima","Sho Hayami",46,42
"Takuma Terashima","Kazuyuki Okitsu",47,42
"Takuma Terashima","Minako Kotobuki",66,42
"Takuya Sato","Junko Minagawa",44,43
"Takuya Sato","Masashi Sugawara",45,43
"Takuya Sato","Sho Hayami",46,43
"Takuya Sato","Kazuyuki Okitsu",47,43
"Takuya Sato","Minako Kotobuki",66,43
"Junko Minagawa","Masashi Sugawara",45,44
"Junko Minagawa","Sho Hayami",46,44
"Junko Minagawa","Kazuyuki Okitsu",47,44
"Junko Minagawa","Minako Kotobuki",66,44
"Masashi Sugawara","Sho Hayami",46,45
"Masashi Sugawara","Kazuyuki Okitsu",47,45
"Masashi Sugawara","Minako Kotobuki",66,45
"Sho Hayami","Kazuyuki Okitsu",47,46
"Sho Hayami","Minako Kotobuki",66,46
"Kazuyuki Okitsu","Minako Kotobuki",66,47
"Mamoru Miyano","Yoshimasa Hosoya",49,48
"Mamoru Miyano","Jun Fukuyama",13,48
"Mamoru Miyano","Hochu Otsuka",50,48
"Mamoru Miyano","Daisuke Hirakawa",51,48
"Mamoru Miyano","Takahiro Sakurai",9,48
"Mamoru Miyano","Mikako Komatsu",32,48
"Mamoru Miyano","Hiroyuki Kinoshita",52,48
"Mamoru Miyano","Aya Suzaki",77,48
"Yoshimasa Hosoya","Jun Fukuyama",13,49
"Yoshimasa Hosoya","Hochu Otsuka",50,49
"Yoshimasa Hosoya","Daisuke Hirakawa",51,49
"Yoshimasa Hosoya","Takahiro Sakurai",9,49
"Yoshimasa Hosoya","Mikako Komatsu",32,49
"Yoshimasa Hosoya","Hiroyuki Kinoshita",52,49
"Yoshimasa Hosoya","Aya Suzaki",77,49
"Jun Fukuyama","Hochu Otsuka",50,13
"Jun Fukuyama","Daisuke Hirakawa",51,13
"Jun Fukuyama","Takahiro Sakurai",9,13
"Jun Fukuyama","Mikako Komatsu",32,13
"Jun Fukuyama","Hiroyuki Kinoshita",52,13
"Jun Fukuyama","Aya Suzaki",77,13
"Hochu Otsuka","Daisuke Hirakawa",51,50
"Hochu Otsuka","Takahiro Sakurai",9,50
"Hochu Otsuka","Mikako Komatsu",32,50
"Hochu Otsuka","Hiroyuki Kinoshita",52,50
"Hochu Otsuka","Aya Suzaki",77,50
"Daisuke Hirakawa","Takahiro Sakurai",9,51
"Daisuke Hirakawa","Mikako Komatsu",32,51
"Daisuke Hirakawa","Hiroyuki Kinoshita",52,51
"Daisuke Hirakawa","Aya Suzaki",77,51
"Takahiro Sakurai","Mikako Komatsu",32,9
"Takahiro Sakurai","Hiroyuki Kinoshita",52,9
"Takahiro Sakurai","Aya Suzaki",77,9
"Mikako Komatsu","Hiroyuki Kinoshita",52,32
"Mikako Komatsu","Aya Suzaki",77,32
"Hiroyuki Kinoshita","Aya Suzaki",77,52
"Miyu Irino","Ai Kayano",54,53
"Miyu Irino","Haruka Tomatsu",55,53
"Miyu Irino","Takahiro Sakurai",9,53
"Miyu Irino","Saori Hayami",56,53
"Miyu Irino","Takayuki Kondo",57,53
"Miyu Irino","Mitsuru Ogata",58,53
"Miyu Irino","Mutsumi Tamura",59,53
"Miyu Irino","Asami Seto",60,53
"Miyu Irino","Aki Toyosaki",61,53
"Miyu Irino","Kaoru Mizuhara",62,53
"Miyu Irino","Yui Makino",199,53
"Ai Kayano","Haruka Tomatsu",55,54
"Ai Kayano","Takahiro Sakurai",9,54
"Ai Kayano","Saori Hayami",56,54
"Ai Kayano","Takayuki Kondo",57,54
"Ai Kayano","Mitsuru Ogata",58,54
"Ai Kayano","Mutsumi Tamura",59,54
"Ai Kayano","Asami Seto",60,54
"Ai Kayano","Aki Toyosaki",61,54
"Ai Kayano","Kaoru Mizuhara",62,54
"Ai Kayano","Yui Makino",199,54
"Haruka Tomatsu","Takahiro Sakurai",9,55
"Haruka Tomatsu","Saori Hayami",56,55
"Haruka Tomatsu","Takayuki Kondo",57,55
"Haruka Tomatsu","Mitsuru Ogata",58,55
"Haruka Tomatsu","Mutsumi Tamura",59,55
"Haruka Tomatsu","Asami Seto",60,55
"Haruka Tomatsu","Aki Toyosaki",61,55
"Haruka Tomatsu","Kaoru Mizuhara",62,55
"Haruka Tomatsu","Yui Makino",199,55
"Takahiro Sakurai","Saori Hayami",56,9
"Takahiro Sakurai","Takayuki Kondo",57,9
"Takahiro Sakurai","Mitsuru Ogata",58,9
"Takahiro Sakurai","Mutsumi Tamura",59,9
"Takahiro Sakurai","Asami Seto",60,9
"Takahiro Sakurai","Aki Toyosaki",61,9
"Takahiro Sakurai","Kaoru Mizuhara",62,9
"Takahiro Sakurai","Yui Makino",199,9
"Saori Hayami","Takayuki Kondo",57,56
"Saori Hayami","Mitsuru Ogata",58,56
"Saori Hayami","Mutsumi Tamura",59,56
"Saori Hayami","Asami Seto",60,56
"Saori Hayami","Aki Toyosaki",61,56
"Saori Hayami","Kaoru Mizuhara",62,56
"Saori Hayami","Yui Makino",199,56
"Takayuki Kondo","Mitsuru Ogata",58,57
"Takayuki Kondo","Mutsumi Tamura",59,57
"Takayuki Kondo","Asami Seto",60,57
"Takayuki Kondo","Aki Toyosaki",61,57
"Takayuki Kondo","Kaoru Mizuhara",62,57
"Takayuki Kondo","Yui Makino",199,57
"Mitsuru Ogata","Mutsumi Tamura",59,58
"Mitsuru Ogata","Asami Seto",60,58
"Mitsuru Ogata","Aki Toyosaki",61,58
"Mitsuru Ogata","Kaoru Mizuhara",62,58
"Mitsuru Ogata","Yui Makino",199,58
"Mutsumi Tamura","Asami Seto",60,59
"Mutsumi Tamura","Aki Toyosaki",61,59
"Mutsumi Tamura","Kaoru Mizuhara",62,59
"Mutsumi Tamura","Yui Makino",199,59
"Asami Seto","Aki Toyosaki",61,60
"Asami Seto","Kaoru Mizuhara",62,60
"Asami Seto","Yui Makino",199,60
"Aki Toyosaki","Kaoru Mizuhara",62,61
"Aki Toyosaki","Yui Makino",199,61
"Kaoru Mizuhara","Yui Makino",199,62
"Hiroaki Iwanaga","Takahiro Sakurai",9,63
"Hiroaki Iwanaga","Toa Yukinari",64,63
"Hiroaki Iwanaga","Yuki Kaji",65,63
"Hiroaki Iwanaga","Minako Kotobuki",66,63
"Hiroaki Iwanaga","Takahiro Fujiwara",67,63
"Hiroaki Iwanaga","Yoshiro Matsumoto",68,63
"Hiroaki Iwanaga","Kazuki Yao",69,63
"Hiroaki Iwanaga","Aki Toyosaki",61,63
"Hiroaki Iwanaga","Rikiya Koyama",70,63
"Hiroaki Iwanaga","Kenta Miyake",29,63
"Takahiro Sakurai","Toa Yukinari",64,9
"Takahiro Sakurai","Yuki Kaji",65,9
"Takahiro Sakurai","Minako Kotobuki",66,9
"Takahiro Sakurai","Takahiro Fujiwara",67,9
"Takahiro Sakurai","Yoshiro Matsumoto",68,9
"Takahiro Sakurai","Kazuki Yao",69,9
"Takahiro Sakurai","Aki Toyosaki",61,9
"Takahiro Sakurai","Rikiya Koyama",70,9
"Takahiro Sakurai","Kenta Miyake",29,9
"Toa Yukinari","Yuki Kaji",65,64
"Toa Yukinari","Minako Kotobuki",66,64
"Toa Yukinari","Takahiro Fujiwara",67,64
"Toa Yukinari","Yoshiro Matsumoto",68,64
"Toa Yukinari","Kazuki Yao",69,64
"Toa Yukinari","Aki Toyosaki",61,64
"Toa Yukinari","Rikiya Koyama",70,64
"Toa Yukinari","Kenta Miyake",29,64
"Yuki Kaji","Minako Kotobuki",66,65
"Yuki Kaji","Takahiro Fujiwara",67,65
"Yuki Kaji","Yoshiro Matsumoto",68,65
"Yuki Kaji","Kazuki Yao",69,65
"Yuki Kaji","Aki Toyosaki",61,65
"Yuki Kaji","Rikiya Koyama",70,65
"Yuki Kaji","Kenta Miyake",29,65
"Minako Kotobuki","Takahiro Fujiwara",67,66
"Minako Kotobuki","Yoshiro Matsumoto",68,66
"Minako Kotobuki","Kazuki Yao",69,66
"Minako Kotobuki","Aki Toyosaki",61,66
"Minako Kotobuki","Rikiya Koyama",70,66
"Minako Kotobuki","Kenta Miyake",29,66
"Takahiro Fujiwara","Yoshiro Matsumoto",68,67
"Takahiro Fujiwara","Kazuki Yao",69,67
"Takahiro Fujiwara","Aki Toyosaki",61,67
"Takahiro Fujiwara","Rikiya Koyama",70,67
"Takahiro Fujiwara","Kenta Miyake",29,67
"Yoshiro Matsumoto","Kazuki Yao",69,68
"Yoshiro Matsumoto","Aki Toyosaki",61,68
"Yoshiro Matsumoto","Rikiya Koyama",70,68
"Yoshiro Matsumoto","Kenta Miyake",29,68
"Kazuki Yao","Aki Toyosaki",61,69
"Kazuki Yao","Rikiya Koyama",70,69
"Kazuki Yao","Kenta Miyake",29,69
"Aki Toyosaki","Rikiya Koyama",70,61
"Aki Toyosaki","Kenta Miyake",29,61
"Rikiya Koyama","Kenta Miyake",29,70
"Hiroaki Iwanaga","Takahiro Sakurai",9,63
"Hiroaki Iwanaga","Toa Yukinari",64,63
"Hiroaki Iwanaga","Yuki Kaji",65,63
"Hiroaki Iwanaga","Minako Kotobuki",66,63
"Hiroaki Iwanaga","Takahiro Fujiwara",67,63
"Hiroaki Iwanaga","Yoshiro Matsumoto",68,63
"Hiroaki Iwanaga","Kazuki Yao",69,63
"Hiroaki Iwanaga","Aki Toyosaki",61,63
"Hiroaki Iwanaga","Rikiya Koyama",70,63
"Hiroaki Iwanaga","Kenta Miyake",29,63
"Hiroaki Iwanaga","Nobuyuki Katsube",71,63
"Hiroaki Iwanaga","Houchu Ohtsuka",72,63
"Hiroaki Iwanaga","Takayuki Sugo",200,63
"Takahiro Sakurai","Toa Yukinari",64,9
"Takahiro Sakurai","Yuki Kaji",65,9
"Takahiro Sakurai","Minako Kotobuki",66,9
"Takahiro Sakurai","Takahiro Fujiwara",67,9
"Takahiro Sakurai","Yoshiro Matsumoto",68,9
"Takahiro Sakurai","Kazuki Yao",69,9
"Takahiro Sakurai","Aki Toyosaki",61,9
"Takahiro Sakurai","Rikiya Koyama",70,9
"Takahiro Sakurai","Kenta Miyake",29,9
"Takahiro Sakurai","Nobuyuki Katsube",71,9
"Takahiro Sakurai","Houchu Ohtsuka",72,9
"Takahiro Sakurai","Takayuki Sugo",200,9
"Toa Yukinari","Yuki Kaji",65,64
"Toa Yukinari","Minako Kotobuki",66,64
"Toa Yukinari","Takahiro Fujiwara",67,64
"Toa Yukinari","Yoshiro Matsumoto",68,64
"Toa Yukinari","Kazuki Yao",69,64
"Toa Yukinari","Aki Toyosaki",61,64
"Toa Yukinari","Rikiya Koyama",70,64
"Toa Yukinari","Kenta Miyake",29,64
"Toa Yukinari","Nobuyuki Katsube",71,64
"Toa Yukinari","Houchu Ohtsuka",72,64
"Toa Yukinari","Takayuki Sugo",200,64
"Yuki Kaji","Minako Kotobuki",66,65
"Yuki Kaji","Takahiro Fujiwara",67,65
"Yuki Kaji","Yoshiro Matsumoto",68,65
"Yuki Kaji","Kazuki Yao",69,65
"Yuki Kaji","Aki Toyosaki",61,65
"Yuki Kaji","Rikiya Koyama",70,65
"Yuki Kaji","Kenta Miyake",29,65
"Yuki Kaji","Nobuyuki Katsube",71,65
"Yuki Kaji","Houchu Ohtsuka",72,65
"Yuki Kaji","Takayuki Sugo",200,65
"Minako Kotobuki","Takahiro Fujiwara",67,66
"Minako Kotobuki","Yoshiro Matsumoto",68,66
"Minako Kotobuki","Kazuki Yao",69,66
"Minako Kotobuki","Aki Toyosaki",61,66
"Minako Kotobuki","Rikiya Koyama",70,66
"Minako Kotobuki","Kenta Miyake",29,66
"Minako Kotobuki","Nobuyuki Katsube",71,66
"Minako Kotobuki","Houchu Ohtsuka",72,66
"Minako Kotobuki","Takayuki Sugo",200,66
"Takahiro Fujiwara","Yoshiro Matsumoto",68,67
"Takahiro Fujiwara","Kazuki Yao",69,67
"Takahiro Fujiwara","Aki Toyosaki",61,67
"Takahiro Fujiwara","Rikiya Koyama",70,67
"Takahiro Fujiwara","Kenta Miyake",29,67
"Takahiro Fujiwara","Nobuyuki Katsube",71,67
"Takahiro Fujiwara","Houchu Ohtsuka",72,67
"Takahiro Fujiwara","Takayuki Sugo",200,67
"Yoshiro Matsumoto","Kazuki Yao",69,68
"Yoshiro Matsumoto","Aki Toyosaki",61,68
"Yoshiro Matsumoto","Rikiya Koyama",70,68
"Yoshiro Matsumoto","Kenta Miyake",29,68
"Yoshiro Matsumoto","Nobuyuki Katsube",71,68
"Yoshiro Matsumoto","Houchu Ohtsuka",72,68
"Yoshiro Matsumoto","Takayuki Sugo",200,68
"Kazuki Yao","Aki Toyosaki",61,69
"Kazuki Yao","Rikiya Koyama",70,69
"Kazuki Yao","Kenta Miyake",29,69
"Kazuki Yao","Nobuyuki Katsube",71,69
"Kazuki Yao","Houchu Ohtsuka",72,69
"Kazuki Yao","Takayuki Sugo",200,69
"Aki Toyosaki","Rikiya Koyama",70,61
"Aki Toyosaki","Kenta Miyake",29,61
"Aki Toyosaki","Nobuyuki Katsube",71,61
"Aki Toyosaki","Houchu Ohtsuka",72,61
"Aki Toyosaki","Takayuki Sugo",200,61
"Rikiya Koyama","Kenta Miyake",29,70
"Rikiya Koyama","Nobuyuki Katsube",71,70
"Rikiya Koyama","Houchu Ohtsuka",72,70
"Rikiya Koyama","Takayuki Sugo",200,70
"Kenta Miyake","Nobuyuki Katsube",71,29
"Kenta Miyake","Houchu Ohtsuka",72,29
"Kenta Miyake","Takayuki Sugo",200,29
"Nobuyuki Katsube","Houchu Ohtsuka",72,71
"Nobuyuki Katsube","Takayuki Sugo",200,71
"Houchu Ohtsuka","Takayuki Sugo",200,72
"Hiroaki Iwanaga","Takahiro Sakurai",9,63
"Hiroaki Iwanaga","Toa Yukinari",64,63
"Hiroaki Iwanaga","Yuki Kaji",65,63
"Hiroaki Iwanaga","Yoshiro Matsumoto",68,63
"Hiroaki Iwanaga","Minako Kotobuki",66,63
"Hiroaki Iwanaga","Takahiro Fujiwara",67,63
"Hiroaki Iwanaga","Kazuki Yao",69,63
"Hiroaki Iwanaga","Yuichi Nakamura",73,63
"Hiroaki Iwanaga","Aki Toyosaki",61,63
"Hiroaki Iwanaga","Akio Otsuka",91,63
"Takahiro Sakurai","Toa Yukinari",64,9
"Takahiro Sakurai","Yuki Kaji",65,9
"Takahiro Sakurai","Yoshiro Matsumoto",68,9
"Takahiro Sakurai","Minako Kotobuki",66,9
